派别,场所名称,地址,负责人姓名,省级行政区,省属地级行政区/直辖市属县区级行政区,经纬度,,,,,,
全真,佃子坡福主庙,湖南省株洲市醴陵市南桥镇洪源村,戴学金　,湖南,株洲市,"113.611794,27.877440",,,,,,
全真,孝医宫,湖南省株洲市醴陵市新阳乡湖潭村,邓达梅　,湖南,株洲市,"113.360421,27.707241",,,,,,
全真,水口江宫,湖南省株洲市醴陵市白兔潭镇山水村,易春雨　,湖南,株洲市,"113.687945,27.774787",,,,,,
全真,大塘宫,湖南省株洲市醴陵市白兔潭镇蛇青村七组,文复勇　,湖南,株洲市,"113.688666,27.754305",,,,,,
全真,清净观,湖南省株洲市醴陵市南桥镇联心村,邓清莲　,湖南,株洲市,"113.691533,27.811544",,,,,,
全真,灵山庙,湖南省株洲市醴陵市富里镇柏大村12组,康家仁　,湖南,株洲市,"113.749260,27.817177",,,,,,
全真,龙王庙,湖南省株洲市醴陵市富里镇荷田村,吴家明　,湖南,株洲市,"113.744653,27.811115",,,,,,
全真,龙神宫,湖南省株洲市醴陵市板杉乡寨下村,罗桂年　,湖南,株洲市,"113.461240,27.729149",,,,,,
全真,圣帝庙,湖南省株洲市醴陵市东富镇石里铺村,曾再来　,湖南,株洲市,"113.554885,27.670610",,,,,,
全真,龙神宫,湖南省株洲市醴陵市王坊镇荷花村箭竹山,吴功海　,湖南,株洲市,"113.629859,27.728854",,,,,,
全真,真武祖师神殿,湖南省株洲市醴陵市栗山坝茶溪村,王自力　,湖南,株洲市,"113.326362,27.546154",,,,,,
全真,龙王宫,湖南省株洲市醴陵市浦口碧泉上湾组,周建文　,湖南,株洲市,"113.632608,27.774192",,,,,,
全真,罗汉庙,湖南省株洲市醴陵市东堡乡大林村高桥组,易元波　,湖南,株洲市,"113.556898,27.728211",,,,,,
全真,兴龙宫,湖南省株洲市醴陵市沈潭镇湖溪村花园组,刘养田　,湖南,株洲市,"113.556804,27.507132",,,,,,
全真,金云宫,湖南省株洲市醴陵市沈潭镇夏家桥村茶子山组,王继宗　,湖南,株洲市,"113.570973,27.520488",,,,,,
全真,大王庙,湖南省株洲市醴陵市南桥镇南桥村东山组,瞿幕云　,湖南,株洲市,"113.678580,27.844911",,,,,,
全真,龙王庙,湖南省株洲市醴陵市阳三石老街,杨爱泉　,湖南,株洲市,"113.511457,27.657733",,,,,,
全真,福主庙,湖南省株洲市醴陵市浦口冷水村石子坡组,邹明章　,湖南,株洲市,"113.625371,27.768814",,,,,,
全真,圣帝庙,湖南省株洲市醴陵市官庄乡新桥村王斗冲组,朱蔚炳　,湖南,株洲市,"113.468416,27.885076",,,,,,
全真,龙王庙,湖南省株洲市醴陵市富里镇柏大村8组,马明根　,湖南,株洲市,"113.749260,27.817177",,,,,,
全真,武杨庙,湖南省株洲市醴陵市南桥镇星火村8组,陈友炳,湖南,株洲市,"113.713591,27.858574",,,,,,
全真,龙王宫,湖南省株洲市醴陵市白兔潭镇上轿岭村锅铺湾,甘家武　,湖南,株洲市,"113.674848,27.789019",,,,,,
全真,李广庙,湖南省株洲市醴陵市东富镇桐桥村,钟金云　,湖南,株洲市,"113.575816,27.646725",,,,,,
全真,卢峰庵,湖南省株洲市醴陵市船湾镇丽山村,汪少全　,湖南,株洲市,"113.459248,27.434767",,,,,,
全真,七境半龙神庙,湖南省株洲市醴陵市东堡乡张家老屋,谭文生　,湖南,株洲市,"113.614021,27.676862",,,,,,
全真,清静庵,湖南省株洲市醴陵市东富镇四柱坪,许忠爵,湖南,株洲市,"113.565314,27.604939",,,,,,
全真,龙王观,湖南省株洲市醴陵市阳三石办事处福建围,彭业林　,湖南,株洲市,"113.534028,27.650205",,,,,,
全真,增化观,湖南省株洲市醴陵市白兔潭镇栋塘村,李嘉中　,湖南,株洲市,"113.674848,27.789019",,,,,,
全真,观音宫,湖南省株洲市醴陵市新阳乡石羊村、关元组,吴福正　,湖南,株洲市,"113.335742,27.677537",,,,,,
全真,冷水灵官龙王宫,湖南省株洲市醴陵市阳三石办事处阳东庙湾,文本一,湖南,株洲市,"113.513707,27.656841",,,,,,
全真,谢公庙,湖南省株洲市醴陵市嘉树玉茶村大树下组,凌庆典　,湖南,株洲市,"113.455813,27.574159",,,,,,
全真,傩神庙,湖南省株洲市醴陵市大障镇白果洲村,杨兵桥,湖南,株洲市,"113.412924,27.459701",,,,,,
全真,飞神庙,湖南省株洲市醴陵市黄泥坳办事处五里牌村,喻光德,湖南,株洲市,"113.469836,27.695660",,,,,,
全真,雨母观,湖南省株洲市醴陵市南桥镇凤形村,刘招根,湖南,株洲市,"113.686706,27.870154",,,,,,
全真,包公庙,湖南省株洲市醴陵市栗山坝镇冷水村冷水组,何正交　,湖南,株洲市,"113.387437,27.529042",,,,,,
全真,龙王庙,湖南省株洲市醴陵市白兔潭镇蛇青村五组,彭熙友　,湖南,株洲市,"113.688666,27.754305",,,,,,
全真,杉仙殿,湖南省株洲市醴陵市嘉树乡杉仙村新胜组,袁仁海　,湖南,株洲市,"113.425754,27.531619",,,,,,
全真,龙王宫,湖南省株洲市醴陵市白兔潭镇泉源村石安5组,李昌余,湖南,株洲市,"113.719990,27.794097",,,,,,
全真,陶泗王爷庙,湖南省株洲市醴陵市官庄乡桃花村,杨汉民　,湖南,株洲市,"113.526595,27.861975",,,,,,
全真,湘赣关帝庙,湖南省株洲市醴陵市东富镇赣萍老关镇老关村,余彐生 李景平　,湖南,株洲市,"113.561241,27.608764",,,,,,
全真,迥龙观,湖南省株洲市醴陵市西山办事处万宜村万古冲,凌彐枚,湖南,株洲市,"113.503525,27.624500",,,,,,
全真,傩神宫,湖南省株洲市醴陵市王坊镇屏山村,张远国　,湖南,株洲市,"113.659770,27.677639",,,,,,
全真,龙王庙,湖南省株洲市醴陵市白兔潭镇古塘村,刘起竹　,湖南,株洲市,"113.663014,27.796961",,,,,,
全真,龙王宫,湖南省株洲市醴陵市白兔潭镇古塘村,杨名秋　,湖南,株洲市,"113.663014,27.796961",,,,,,
全真,龙王庙,湖南省株洲市醴陵市富里镇富里村,李昌秋　,湖南,株洲市,"113.714786,27.829233",,,,,,
全真,傩神庙,湖南省株洲市醴陵市王坊镇屏山村,张大告　,湖南,株洲市,"113.659770,27.677639",,,,,,
全真,龙王庙,湖南省株洲市醴陵市白兔潭镇湖下村,丁继文　,湖南,株洲市,"113.684278,27.793164",,,,,,
全真,龙王庙,湖南省株洲市醴陵市浦口镇河前村,陈国良　,湖南,株洲市,"113.641437,27.764093",,,,,,
全真,龙王庙,湖南省株洲市醴陵市王坊镇木梓村,邓汝兵　,湖南,株洲市,"113.675403,27.727795",,,,,,
全真,龙神宫,湖南省株洲市醴陵市阳三办事处东门塘村,丁太桂　,湖南,株洲市,"113.548530,27.669025",,,,,,
全真,龙王庙,湖南省株洲市醴陵市白兔潭山水村,易方枝　,湖南,株洲市,"113.687945,27.774787",,,,,,
全真,雨仙庙,湖南省株洲市醴陵市泗汾荷塘村南冲组,何启连　,湖南,株洲市,"113.496505,27.514071",,,,,,
全真,仙峰殿,湖南省株洲市醴陵市大障镇陶家垅村,陶学希　,湖南,株洲市,"113.464249,27.473057",,,,,,
全真,龙神庙,湖南省株洲市醴陵市王仙镇双河口村,蔡日万　,湖南,株洲市,"113.593781,27.685422",,,,,,
全真,普庵古刹,湖南省株洲市醴陵市栗山坝镇栗山居委会,汪大勇　,湖南,株洲市,"113.356687,27.543443",,,,,,
全真,观音庙,湖南省株洲市醴陵市贺家桥妙泉村,符冬生,湖南,株洲市,"113.370299,27.431481",,,,,,
全真,龙神庙,湖南省株洲市醴陵市东堡梓塅村,张明池,湖南,株洲市,"113.525700,27.714711",,,,,,
全真,麻衣庙,湖南省株洲市醴陵市嘉树村北门组,钟大石,湖南,株洲市,"113.432824,27.554209",,,,,,
全真,三元宫飞身福主,湖南省株洲市醴陵市南桥镇花青村白果组,高宏江,湖南,株洲市,"113.587160,27.855315",,,,,,
全真,颜家福主庙,湖南省株洲市醴陵市南桥镇石溪村,吴友汉,湖南,株洲市,"113.623938,27.853495",,,,,,
全真,包公庙,湖南省株洲市醴陵市东富镇新莲村料山组,金水根　,湖南,株洲市,"113.597355,27.633888",,,,,,
全真,西塘寺,湖南省株洲市醴陵市大障镇马恋村,黄爱和　,湖南,株洲市,"113.385794,27.492762",,,,,,
全真,盘古殿,湖南省株洲市醴陵市大障镇马恋村,周执象　,湖南,株洲市,"113.385794,27.492762",,,,,,
全真,乌石大王庙,湖南省株洲市醴陵市富里镇利群村立新组,潘德祖,湖南,株洲市,"113.737212,27.833392",,,,,,
全真,包公庙,湖南省株洲市醴陵市富里镇塘坊村塘坊组,江传友　,湖南,株洲市,"113.746530,27.856494",,,,,,
全真,包公庙,湖南省株洲市醴陵市南桥镇星湖村十二组,兰家金　,湖南,株洲市,"113.647757,27.818799",,,,,,
全真,三圣寺,湖南省株洲市醴陵市神福港枫树三村,帅万秋　,湖南,株洲市,"113.332112,27.641464",,,,,,
全真,柳仙姑庙,湖南省株洲市醴陵市均楚镇潘家冲村,唐汉香　,湖南,株洲市,"113.290364,27.463939",,,,,,
全真,华南宫,湖南省株洲市醴陵市船湾镇金子平居委会,谢兵生　,湖南,株洲市,"113.497594,27.424364",,,,,,
全真,南岳金山殿,湖南省株洲市醴陵市大障镇双桥村,贺锦学　,湖南,株洲市,"113.421589,27.478252",,,,,,
全真,万寿宫,湖南省株洲市醴陵市白兔潭白市居委会,杨昌来　,湖南,株洲市,"113.671514,27.796083",,,,,,
全真,包公庙,湖南省株洲市醴陵市浦口镇保丰村,夏成香　,湖南,株洲市,"113.667442,27.771724",,,,,,
全真,傩神庙,湖南省株洲市醴陵市清水江乡界陂村,张雪科　,湖南,株洲市,"113.584508,27.436998",,,,,,
全真,小南海观音殿,湖南省株洲市醴陵市栗山坝镇茶山居委会,丁跃春　,湖南,株洲市,"113.359081,27.581589",,,,,,
全真,彰仙观,湖南省株洲市醴陵市黄獭嘴镇林场,付菊华,湖南,株洲市,"113.384404,27.425413",,,,,,
全真,二圣庙,湖南省株洲市醴陵市孙家湾乡观前村元保桥组,文建光　,湖南,株洲市,"113.522303,27.566042",,,,,,
全真,松仙庙,湖南省株洲市醴陵市富里镇麻石村12组,罗昌仁,湖南,株洲市,"113.741324,27.864088",,,,,,
全真,龙王庙,湖南省株洲市醴陵市王仙镇清潭村桥头组,汤正富　,湖南,株洲市,"113.566396,27.709293",,,,,,
全真,水涟洞,湖南省株洲市醴陵市西山办事处西山村坳山组,朱元霞　,湖南,株洲市,"113.492381,27.638368",,,,,,
全真,榨树庙,湖南省株洲市醴陵市贺家桥镇七星村,贺佑龙　,湖南,株洲市,"113.352977,27.405189",,,,,,
全真,上仙庵大庙,湖南省株洲市醴陵市栗山坝镇南塘南源村,左迪风　,湖南,株洲市,"113.384325,27.564978",,,,,,
全真,南岳一庙,湖南省株洲市醴陵市大障镇白果村,杨梓生　,湖南,株洲市,"113.587160,27.855315",,,,,,
全真,天符庙,湖南省株洲市醴陵市大障镇东江村,杨生夫　,湖南,株洲市,"113.410156,27.477904",,,,,,
全真,灵猴殿,湖南省株洲市醴陵市来龙门办事处马脑潭村,张圣堂　,湖南,株洲市,"113.538680,27.682305",,,,,,
全真,龙王庙,湖南省株洲市醴陵市王坊镇屏山村金鱼石组,朱纪辉　,湖南,株洲市,"113.659770,27.677639",,,,,,
全真,龙王庙,湖南省株洲市醴陵市东富镇潭湾村龙王庙组,杨培贵,湖南,株洲市,"113.585965,27.671620",,,,,,
全真,傩神庙,湖南省株洲市醴陵市嘉树乡玉茶贯冲谢公庙,凌庆典,湖南,株洲市,"113.430932,27.491369",,,,,,
全真,傩神庙,湖南省株洲市醴陵市板杉乡枫树桥村枫树桥组,张小康,湖南,株洲市,"113.443429,27.746903",,,,,,
全真,包公庙,湖南省株洲市醴陵市南桥镇星湖村,刘代佑,湖南,株洲市,"113.647757,27.818799",,,,,,
全真,龙神宫,湖南省株洲市醴陵市王坊镇汤家湾,汤金生,湖南,株洲市,"113.613749,27.689983",,,,,,
全真,团苍仙观,湖南省株洲市炎陵县石洲乡万阳山,黎诚赟,湖南,株洲市,"113.915487,26.467982",,,,,,
正一,关帝庙,湖南省株洲市攸县江桥街道办事处龙湖村,朱国云,湖南,株洲市,"113.298353,26.983291",,,,,,
正一,枫仙殿,湖南省株洲市攸县峦山镇南源村,陈阳林,湖南,株洲市,"113.710035,27.111625",,,,,,
正一,龙王庙,湖南省株洲市攸县皇图岭湖塘村,王简锡,湖南,株洲市,"113.494952,27.368571",,,,,,
正一,龙王庙,湖南省株洲市攸县皇图岭长桥村,柒树生,湖南,株洲市,"113.577172,27.384860",,,,,,
正一,城隍庙,湖南省株洲市攸县皇图岭市坪村,刘礼成,湖南,株洲市,"113.545098,27.387254",,,,,,
正一,洞台仙,湖南省株洲市攸县皇图岭鹏江村,谭新乔,湖南,株洲市,"113.557961,27.362426",,,,,,
正一,南隅仙,湖南省株洲市攸县峦山镇上垅村,刘吉良,湖南,株洲市,"113.641240,27.116437",,,,,,
正一,洞真观,湖南省株洲市攸县酒埠江镇瑶贝村,刘自强,湖南,株洲市,"113.529525,27.167747",,,,,,
正一,七郎庙,湖南省株洲市攸县酒埠江镇酒木村,王也德,湖南,株洲市,"113.564441,27.216228",,,,,,
正一,尧帝宫,湖南省株洲市攸县皇图岭镇黄新村,黄开冬,湖南,株洲市,"113.477358,27.352266",,,,,,
正一,梅山庙,湖南省株洲市攸县皇图岭港口村,杨凡生,湖南,株洲市,"113.514963,27.344250",,,,,,
正一,佛仙庵,湖南省株洲市攸县皇图岭共和村,谭金华,湖南,株洲市,"113.484793,27.385888",,,,,,
正一,庆云宫,湖南省株洲市攸县皇图岭共和村,谢应来,湖南,株洲市,"113.484793,27.385888",,,,,,
正一,万圣庵,湖南省株洲市攸县皇图岭镇三龙村,王光前,湖南,株洲市,"113.529253,27.318439",,,,,,
正一,包公庙,湖南省株洲市攸县皇图岭市城村,刘铁军,湖南,株洲市,"113.565222,27.394172",,,,,,
正一,枫仙庵,湖南省株洲市攸县坪阳庙乡龙兴村,刘敬业,湖南,株洲市,"113.453109,27.313622",,,,,,
正一,龟龙庵,湖南省株洲市攸县坪阳庙乡龙泉村,刘解林,湖南,株洲市,"113.432752,27.332645",,,,,,
正一,吴公庙,湖南省株洲市攸县坪阳庙乡联和村,郭纪明,湖南,株洲市,"113.472514,27.300468",,,,,,
正一,性观庵,湖南省株洲市攸县峦山镇江边村,刘秋成,湖南,株洲市,"113.678765,27.143803",,,,,,
正一,云山观,湖南省株洲市攸县峦山镇咸弦村,谭忠富,湖南,株洲市,"113.660248,27.165343",,,,,,
正一,东升观,湖南省株洲市攸县峦山镇龙会村,左菊芬,湖南,株洲市,"113.681604,27.146305",,,,,,
正一,峦山观,湖南省株洲市攸县峦山镇南岸,陈祥顺,湖南,株洲市,"113.685620,27.135747",,,,,,
正一,关帝庙,湖南省株洲市攸县峦山镇南岸村,刘运民,湖南,株洲市,"113.685620,27.135747",,,,,,
正一,保升观,湖南省株洲市攸县峦山镇新和村,高负责,湖南,株洲市,"113.651061,27.156077",,,,,,
正一,东辽观,湖南省株洲市攸县峦山镇新漕村,丁世武,湖南,株洲市,"113.788618,27.203240",,,,,,
正一,大塘仙,湖南省株洲市攸县酒埠江镇普联村,贺发如,湖南,株洲市,"113.535671,27.216859",,,,,,
正一,关帝寺,湖南省株洲市攸县酒埠江镇东塘村,易铁桥,湖南,株洲市,"113.571129,27.217052",,,,,,
正一,云升观,湖南省株洲市攸县酒埠江镇白石冲,贺曼生,湖南,株洲市,"113.565240,27.178806",,,,,,
正一,大乙观,湖南省株洲市攸县酒埠江镇草田村,刘立群,湖南,株洲市,"113.561744,27.149046",,,,,,
正一,罗王观,湖南省株洲市攸县酒埠江镇木璜,刘启凡,湖南,株洲市,"113.492442,27.170768",,,,,,
正一,真仙观,湖南省株洲市攸县渌田镇太联村,刘梦生,湖南,株洲市,"113.288829,26.811778",,,,,,
全真,禹王宫,湖南省株洲市攸县联星街道办事处西街,全宇纯,湖南,株洲市,"113.339698,27.004604",,,,,,
正一,吴甘王庙,湖南省株洲市攸县联星街道办事处东街,杨斌,湖南,株洲市,"113.339698,27.004604",,,,,,
正一,神农殿,湖南省株洲市攸县联星街道办事处建设社区,冯冬林,湖南,株洲市,"113.356307,27.005749",,,,,,
正一,三王庙,湖南省株洲市攸县联星街道办事处商城社区,江云南,湖南,株洲市,"113.339698,27.004604",,,,,,
正一,五帝庙,湖南省株洲市攸县联星街道办事处百花村,阳运德,湖南,株洲市,"113.339698,27.004604",,,,,,
正一,圣帝庙,湖南省株洲市攸县联星街道办事处建设社区,游荣华,湖南,株洲市,"113.356307,27.005749",,,,,,
正一,聚义宫,湖南省株洲市攸县联星街道办事处建设社区,陈贻德,湖南,株洲市,"113.356307,27.005749",,,,,,
正一,包公庙,湖南省株洲市攸县黄丰桥镇燕山村,谢益文,湖南,株洲市,"113.678198,27.215561",,,,,,
正一,粟藏庵,湖南省株洲市攸县黄丰桥镇燕山村,谭继如,湖南,株洲市,"113.678198,27.215561",,,,,,
正一,杨泗庙,湖南省株洲市攸县黄丰桥镇丰垅村,颜双岳,湖南,株洲市,"113.695295,27.257807",,,,,,
正一,白石观,湖南省株洲市攸县柏市镇龙下村,曹发生,湖南,株洲市,"113.812063,27.328809",,,,,,
正一,圣仙庵,湖南省株洲市攸县柏市镇中洲村,刘风宜,湖南,株洲市,"113.758680,27.288541",,,,,,
正一,南岳庙,湖南省株洲市攸县柏市镇湖厂村,刘昌荣,湖南,株洲市,"113.745264,27.307429",,,,,,
正一,白龙观,湖南省株洲市攸县柏市镇墙背村,朱礼荣,湖南,株洲市,"113.792615,27.328541",,,,,,
全真,斗坛观,湖南省株洲市攸县峦山镇咸周,曾福成,湖南,株洲市,"113.661852,27.159272",,,,,,
正一,金仙观,湖南省株洲市攸县峦山镇漕联村,谭正如,湖南,株洲市,"113.802497,27.226438",,,,,,
正一,南岳庙,湖南省株洲市攸县坪阳庙双松村,陈石坚,湖南,株洲市,"113.415267,27.363952",,,,,,
正一,包公庙,湖南省株洲市攸县峦山镇东冲村,洪吉宗,湖南,株洲市,"113.805030,27.190492",,,,,,
正一,石城观,湖南省株洲市攸县坪阳庙乡坪龙村,王新国,湖南,株洲市,"113.390481,26.982839",,,,,,
正一,甘棠观,湖南省株洲市攸县湖南坳下垅村,文国良,湖南,株洲市,"113.672494,27.005554",,,,,,
正一,龙图阁,湖南省株洲市攸县湖南坳车塘村,占云昌,湖南,株洲市,"113.495812,27.269750",,,,,,
正一,紫龙庵,湖南省株洲市攸县湖南坳高田村,汤申庚,湖南,株洲市,"113.592779,27.284859",,,,,,
正一,灵官庙,湖南省株洲市攸县湖南坳楚田村,唐杨根,湖南,株洲市,"113.652531,27.273902",,,,,,
正一,华仙寺,湖南省株洲市攸县湖南坳自友村,唐清生,湖南,株洲市,"113.496832,27.298317",,,,,,
正一,将军庙,湖南省株洲市攸县湖南坳大兴村,唐桂华,湖南,株洲市,"113.520218,27.264832",,,,,,
正一,朝阳观,湖南省株洲市攸县湖南坳田力村,唐桂根,湖南,株洲市,"113.396404,27.014607",,,,,,
正一,观圣庵,湖南省株洲市攸县湖南坳乡高田村,陈福奎,湖南,株洲市,"113.592779,27.284859",,,,,,
正一,华都殿,湖南省株洲市攸县湖南坳乡自友村,余端齐,湖南,株洲市,"113.496832,27.298317",,,,,,
正一,文明庵,湖南省株洲市攸县湖南坳田安村,彭建伟,湖南,株洲市,"113.396404,27.014607",,,,,,
正一,包公殿,湖南省株洲市攸县湖南坳乡大兴村,潘宗荣,湖南,株洲市,"113.520849,27.257729",,,,,,
正一,胡公寺,湖南省株洲市攸县湖南坳乡田黄村,谭岳云,湖南,株洲市,"113.560413,27.288283",,,,,,
正一,张公庙,湖南省株洲市攸县石羊塘达水桥,谢召仔,湖南,株洲市,"113.323892,27.066419",,,,,,
正一,松山观,湖南省株洲市攸县桃水镇盘塘村,刘貽德,湖南,株洲市,"113.254117,27.078391",,,,,,
正一,武功殿,湖南省株洲市攸县联星街道办事处建设社区,黄炳南,湖南,株洲市,"113.356307,27.005749",,,,,,
正一,汉明王庙,湖南省株洲市攸县联星街道办事处滨江社区,余定毫,湖南,株洲市,"113.339698,27.004604",,,,,,
正一,龙王庙,湖南省株洲市攸县联星街道办事处联西社区,胡官生,湖南,株洲市,"113.333519,26.993039",,,,,,
正一,盘古庙,湖南省株洲市攸县联星街道办事处西阁社区,刘建华,湖南,株洲市,"113.316542,26.993528",,,,,,
正一,城隍庙,湖南省株洲市攸县联星街道办事处滨江社区,刘建伟,湖南,株洲市,"113.339698,27.004604",,,,,,
正一,龙王庙,湖南省株洲市攸县联星街道办事处永佳社区,苏国栋,湖南,株洲市,"113.350235,27.015987",,,,,,
正一,聚龙仙,湖南省株洲市攸县黄丰桥镇石联村,洪正居,湖南,株洲市,"113.728075,27.211416",,,,,,
正一,上金仙,湖南省株洲市攸县黄丰桥镇昭村,谭建国,湖南,株洲市,"113.644631,27.228014",,,,,,
全真,保民观,湖南省株洲市攸县黄丰桥镇乌井冲村,高秋云,湖南,株洲市,"113.711896,27.263442",,,,,,
正一,枫仙殿,湖南省株洲市攸县黄丰桥镇晓曙村,谢金娇,湖南,株洲市,"113.695956,27.206876",,,,,,
全真,天蓬岩,湖南省株洲市攸县黄丰桥镇广志村,李联明,湖南,株洲市,"113.667094,27.286057",,,,,,
正一,灵真观,湖南省株洲市攸县黄丰桥镇杨滨村,张丰湖,湖南,株洲市,"113.746024,27.241656",,,,,,
正一,三元宫,湖南省株洲市攸县桃水镇桃水村,蒋德文,湖南,株洲市,"113.225101,27.079903",,,,,,
正一,马公庙,湖南省株洲市攸县桃水镇小集村,瞿红发,湖南,株洲市,"113.232759,27.134662",,,,,,
正一,三官观,湖南省株洲市攸县桃水镇湾田村,刘晚文,湖南,株洲市,"113.216823,27.105417",,,,,,
正一,包公祠,湖南省株洲市攸县桃水镇老君潭村,刘国良,湖南,株洲市,"113.228813,27.059438",,,,,,
正一,凌阳观,湖南省株洲市攸县桃水镇盘塘村,邱冬文,湖南,株洲市,"113.254117,27.078391",,,,,,
正一,三神观,湖南省株洲市攸县石羊塘汤家垅村,贺四乃,湖南,株洲市,"113.314676,27.100435",,,,,,
正一,司观宫,湖南省株洲市攸县桃水镇晆田村,田负责,湖南,株洲市,"113.224822,27.082569",,,,,,
正一,归真观,湖南省株洲市攸县鸭塘铺乡牛头湖村,谭良其,湖南,株洲市,"113.270309,27.028208",,,,,,
正一,宝灵殿,湖南省株洲市攸县鸭塘铺西洋龙村,胡瑞芳,湖南,株洲市,"113.390481,26.982839",,,,,,
正一,龙王殿,湖南省株洲市攸县鸭塘铺奥林村,夏大妹,湖南,株洲市,"113.272042,27.013829",,,,,,
正一,九女仙,湖南省株洲市攸县鸭塘铺乡杨木港村,董成华,湖南,株洲市,"113.246705,27.002623",,,,,,
正一,倚仙观,湖南省株洲市攸县丫江桥镇仙石村,宁福武,湖南,株洲市,"113.361325,27.293165",,,,,,
正一,宗龙观,湖南省株洲市攸县贾山乡湖沙垅村,周祖其,湖南,株洲市,"113.322821,27.219272",,,,,,
正一,枫仙庙,湖南省株洲市攸县鸭塘铺乡坪源村,黄国成,湖南,株洲市,"113.287980,27.066174",,,,,,
正一,天竺庵,湖南省株洲市攸县鸭塘铺乡黄双桥村,王英才,湖南,株洲市,"113.277004,27.024386",,,,,,
正一,通仙观,湖南省株洲市攸县鸭塘铺乡邱家垅村,夏甫华,湖南,株洲市,"113.261513,27.049231",,,,,,
正一,石虎寺,湖南省株洲市攸县鸭塘铺乡洪家洲村,黄德生,湖南,株洲市,"113.280190,27.068599",,,,,,
正一,紫极宫,湖南省株洲市攸县菜花坪流塘村,易柏如,湖南,株洲市,"113.323093,26.940412",,,,,,
正一,南郊观,湖南省株洲市攸县谭桥街道办事处谭桥村,陈学平,湖南,株洲市,"113.333393,26.978769",,,,,,
正一,郭公庙,湖南省株洲市攸县大同桥镇大同村,丁雨仔,湖南,株洲市,"113.384175,27.136842",,,,,,
正一,振赞观,湖南省株洲市攸县大同桥镇新虎塘村,谭忠瑞,湖南,株洲市,"113.315380,27.159734",,,,,,
正一,阳升观,湖南省株洲市攸县莲塘坳镇阳升观,龚少文,湖南,株洲市,"113.513623,27.047404",,,,,,
正一,洞虚观,湖南省株洲市攸县春联街道办事处盘垅村,李国爱,湖南,株洲市,"113.396875,27.015290",,,,,,
正一,司空观,湖南省株洲市攸县莲塘坳镇月龙村,廖光荣,湖南,株洲市,"113.492535,27.058744",,,,,,
正一,甘公庙,湖南省株洲市攸县湖南坳乡大树村,邱新民,湖南,株洲市,"113.522378,27.277119",,,,,,
正一,大漠观司空殿,湖南省株洲市攸县网岭镇槐塘村,邓金良,湖南,株洲市,"113.423002,27.206753",,,,,,
正一,圣母观,湖南省株洲市攸县莲塘坳镇月龙村,肖湘连,湖南,株洲市,"113.492535,27.058744",,,,,,
正一,开封观,湖南省株洲市攸县莲塘坳镇春龙村,刘中华,湖南,株洲市,"113.402435,26.981801",,,,,,
正一,栖真观,湖南省株洲市攸县莲塘坳山和村,蔡德桂,湖南,株洲市,"113.471828,27.002845",,,,,,
正一,国宗观,湖南省株洲市攸县莲塘坳南水村,廖新中,湖南,株洲市,"113.475452,27.075170",,,,,,
正一,当面观,湖南省株洲市攸县莲塘坳镇下洞村,朱季春,湖南,株洲市,"113.559071,27.103038",,,,,,
正一,云阳观,湖南省株洲市攸县莲塘坳镇高楼村,吴继红,湖南,株洲市,"113.545923,27.120678",,,,,,
正一,水钟观,湖南省株洲市攸县莲塘坳镇银塘村,刘卜生,湖南,株洲市,"113.516387,27.099528",,,,,,
正一,宝灵观,湖南省株洲市攸县谭桥街道办事处东联村,向东开,湖南,株洲市,"113.380615,26.989686",,,,,,
正一,三堂殿,湖南省株洲市攸县谭桥街道办事处东塔村,李普文,湖南,株洲市,"113.338859,26.978758",,,,,,
正一,九王殿,湖南省株洲市攸县菜花坪镇竹美村,陈秋元,湖南,株洲市,"113.275715,26.952897",,,,,,
正一,高山庙,湖南省株洲市攸县菜花坪高联村,谭秋文,湖南,株洲市,"113.280615,26.921054",,,,,,
正一,凌云观,湖南省株洲市攸县新市镇文明村,文继龙,湖南,株洲市,"113.357567,27.171608",,,,,,
正一,大阳观,湖南省株洲市攸县新市镇回武村,张夏生,湖南,株洲市,"113.356303,27.192389",,,,,,
正一,永灵观,湖南省株洲市攸县新市镇新市村,郑北阶,湖南,株洲市,"113.397833,27.175819",,,,,,
正一,新市北仙观,湖南省株洲市攸县新市镇钟桥村,吴冬成,湖南,株洲市,"113.463470,27.134051",,,,,,
正一,檀山观,湖南省株洲市攸县大同桥镇大同村,丁光荣,湖南,株洲市,"113.384175,27.136842",,,,,,
正一,枫仙殿,湖南省株洲市攸县坪阳庙黄公村,唐亦荣,湖南,株洲市,"113.378129,27.342581",,,,,,
正一,吴公庙,湖南省株洲市攸县网岭笙塘村,杨光明,湖南,株洲市,"113.470362,27.273052",,,,,,
正一,将军庙,湖南省株洲市攸县网岭新陂村,易光明,湖南,株洲市,"113.452136,27.237603",,,,,,
正一,伏陂庙,湖南省株洲市攸县贾山乡伏陂村,陈培勇,湖南,株洲市,"113.302053,27.248178",,,,,,
正一,九富庙,湖南省株洲市攸县贾山乡潘田湾村,丁三元,湖南,株洲市,"113.334970,27.234740",,,,,,
正一,肖公观,湖南省株洲市攸县贾山乡株形村,刘钢桥,湖南,株洲市,"113.357978,27.229179",,,,,,
正一,嵩灵观,湖南省株洲市攸县石羊塘花石垅村,杨雪仔,湖南,株洲市,"113.284791,27.097150",,,,,,
正一,青阳观,湖南省株洲市攸县石羊塘罗家桥村,邓明德,湖南,株洲市,"113.287986,27.144119",,,,,,
