派别,场所名称,地址,负责人姓名,省级行政区,省属地级行政区/直辖市属县区级行政区,经纬度,,,,,,
全真,中岳庙,河南省登封市嵩山中岳庙,黄至杰,河南,登封市,"113.074359,34.455277",,,,,,
正一,祖师庙,河南省郑州市惠济区古荥镇黄河桥村,王世利,河南,郑州市,"113.526679,34.942532",,,,,,
正一,白龙庙,河南省新密市平陌镇白龙庙村,无,河南,新密市,"113.351223,34.421480",,,,,,
正一,老君庙,河南省新密市青峰村青峰路,无,河南,新密市,"113.389159,34.546101",,,,,,
正一,岐伯山道观,河南省新密市苟堂镇南方沟村,无,河南,新密市,"113.471593,34.363462",,,,,,
正一,天爷洞,河南省新密市平陌镇龙泉村,魏宏基,河南,新密市,"113.345463,34.457784",,,,,,
正一,东岳庙,河南省新郑市龙王乡霹雳店村,袁书现,河南,新郑市,"113.823742,34.442536",,,,,,
正一,三清宫,河南省新郑市辛店镇风后岭村,刘喜梅,河南,新郑市,"113.527546,34.337189",,,,,,
全真,飞龙顶道观,河南省郑州市荥阳市高村东乡陈铺头村,张福贵,河南,郑州市,"113.368627,34.917206",,,,,,
全真,岵山道观,河南省郑州市荥阳市乔楼镇岵山村,杨淑果,河南,郑州市,"113.427287,34.686444",,,,,,
全真,玉皇庙,河南省郑州市荥阳市广武镇白寨村,路至明,河南,郑州市,"113.411447,34.844451",,,,,,
全真,龙王庙,河南省开封市鼓楼区蔡屯村内,蔡旺,河南,开封市,"114.335968,34.774929",,,,,,
全真,泰山庙,河南省开封市金明区水稻乡马头村,刘继江,河南,开封市,"114.303972,34.878142",,,,,,
全真,老奶庙,河南省开封市金明区水稻乡小庄村,候兴,河南,开封市,"114.251554,34.878277",,,,,,
全真,天地庙,河南省开封市金明区水稻乡杨桥村,王金忠,河南,开封市,"114.240375,34.872294",,,,,,
全真,城隍庙,河南省开封市开封县陈留镇西关,张理财,河南,开封市,"114.527402,34.669337",,,,,,
全真,店泰山庙,河南省开封市开封县杜良乡马店,李天运,河南,开封市,"114.490377,34.854134",,,,,,
全真,泰山庙,河南省开封市开封县范村乡谢湾,杜振荣,河南,开封市,"114.452027,34.706219",,,,,,
全真,祖师庙,河南省开封市开封县朱仙镇韩岗村,吴清臣,河南,开封市,"114.264358,34.573278",,,,,,
全真,救苦庙,河南省开封市西门里西二道街21号,康圆慧,河南,开封市,"114.336576,34.800275",,,,,,
全真,无梁庙,河南省开封市无梁庙街23号付一号,鲍圆成,河南,开封市,"114.356110,34.808699",,,,,,
全真,泰山庙,河南省开封市龙亭柳园口乡丁庄集村,张玉生,河南,开封市,"114.382199,34.883778",,,,,,
全真,阎王庙,河南省开封市杞县五里河镇阎王庙村,张祥中,河南,开封市,"114.791390,34.522909",,,,,,
全真,盘石庙,河南省开封市顺河回族区土柏岗乡盘石村,侯爱花,河南,开封市,"114.447893,34.801902",,,,,,
全真,玉皇庙,河南省开封市顺河回族区东郊乡边村内,段爱菊,河南,开封市,"114.412661,34.789650",,,,,,
全真,二郎庙,河南省开封市通许县冯庄乡东双沟村,陈秀真,河南,开封市,"114.444618,34.524817",,,,,,
全真,泰山庙,河南省开封市通许县朱砂镇朱砂村,王富荣,河南,开封市,"114.531214,34.514701",,,,,,
全真,玉皇庙,河南省开封市通许县朱砂镇朱砂村,兰现志,河南,开封市,"114.531214,34.514701",,,,,,
全真,关帝庙,河南省开封市尉氏县蔡庄镇刘拐村村内,苏金莲,河南,开封市,"114.111893,34.220938",,,,,,
全真,城隍庙,河南省开封市尉氏县洧川镇东西大街,蔡美荣,河南,开封市,"113.989368,34.288516",,,,,,
全真,靖王庙,河南省开封市尉氏县洧川镇东三赵村村北,周爱省,河南,开封市,"113.951137,34.326088",,,,,,
全真,熊岗庙,河南省开封市尉氏县张市镇刘庄村村内,王京,河南,开封市,"114.244916,34.341321",,,,,,
全真,龙王庙,河南省开封市尉氏县张市镇石潭村村内,靳桂枝,河南,开封市,"114.301124,34.360241",,,,,,
全真,泰山庙,河南省洛阳市吉利区吉利乡里村南,程思祥,河南,洛阳市,"112.604670,34.893200",,,,,,
全真,上清宫,河南省洛阳市老城区后洞村南,胡鹏鹏,河南,洛阳市,"112.450800,34.721159",,,,,,
全真,下清宫,河南省洛阳市老城区岳村西,张信铭,河南,洛阳市,"112.468683,34.693428",,,,,,
全真,祖师庙,河南省洛阳市栾川县白土镇白土村水晶山组,杨文东,河南,洛阳市,"111.427599,34.042143",,,,,,
全真,长春观,河南省洛阳市赤土店镇竹园村观沟组,吴云香,河南,洛阳市,"111.607277,33.814073",,,,,,
正一,火神庙,河南省洛阳市栾川县叫河镇黎明村柏树岭1组,崔留海,河南,洛阳市,"111.317817,33.828990",,,,,,
全真,老君庙,河南省洛阳市栾川县栾川乡七里坪村老君山,杨植森,河南,洛阳市,"111.649852,33.718614",,,,,,
正一,关帝庙,河南省洛阳市栾川县城关镇县城龙泉山,孙廷照,河南,洛阳市,"111.620197,33.784087",,,,,,
全真,白云观,河南省洛阳市栾川县潭头镇古城村三组,叶留党,河南,洛阳市,"111.747916,33.997086",,,,,,
正一,白龙王庙,河南省洛阳市栾川县陶湾镇焦树凹村三岔组,谢 寻,河南,洛阳市,"111.471408,33.878866",,,,,,
正一,玉皇庙,河南省洛阳市栾川县陶湾镇协心村仓房组,郭明江,河南,洛阳市,"111.455897,33.815797",,,,,,
正一,泰山庙,河南省洛阳市洛龙区龙门镇李屯村南,李保江,河南,洛阳市,"112.437667,34.589581",,,,,,
正一,梅鹿山庙,河南省洛阳市洛宁县罗岭乡罗岭村,杨风,河南,洛阳市,"111.379446,34.375015",,,,,,
正一,白云观,河南省洛阳市孟津县会盟镇东良村10组,薛志轩,河南,洛阳市,"112.746158,34.800074",,,,,,
全真,伏羲庙,河南省洛阳市孟津县孟津县会盟镇雷河村6组,岳世明,河南,洛阳市,"112.625153,34.825934",,,,,,
正一,祖始庙,河南省洛阳市孟津县白鹤镇鹤北村8组,赵来法,河南,洛阳市,"112.562319,34.862521",,,,,,
全真,广行宫,河南省洛阳市汝阳县三屯镇政府西南边,李丰刚,河南,洛阳市,"112.504060,34.067623",,,,,,
全真,祖师庙,河南省洛阳市汝阳县三屯镇铁顶山东,蒋秀云,河南,洛阳市,"112.504060,34.067623",,,,,,
全真,吕祖庙,河南省洛阳市老城区邙山镇井沟村东,梁诚玉,河南,洛阳市,"112.476958,34.714846",,,,,,
正一,姜公庙,河南省洛阳市嵩县田湖镇高屯村,高丙勋,河南,洛阳市,"112.220731,34.232379",,,,,,
全真,玉皇阁,河南省洛阳市嵩县车村镇佛坪村东,张长义,河南,洛阳市,"112.137539,33.718031",,,,,,
全真,洞真观,河南省洛阳市新安县铁门镇玉梅村西洞真观全真道,王素霞,河南,洛阳市,"112.035363,34.713922",,,,,,
全真,金斗道观,河南省洛阳市新安县铁门镇高坪村东,韩玉堂,河南,洛阳市,"112.026533,34.748003",,,,,,
全真,通仙观,河南省洛阳市新安县石井镇井沟村东,周健,河南,洛阳市,"112.062302,35.000999",,,,,,
全真,安阳宫,河南省洛阳市偃师市岳滩镇仝庄村中,仝现通,河南,洛阳市,"112.727138,34.672522",,,,,,
全真,火星宫,河南省洛阳市偃师市高龙镇火神凹村东,张松厚,河南,洛阳市,"112.711982,34.633574",,,,,,
全真,圣仙观,河南省洛阳市偃师市潘屯村村北,鲍金刚,河南,洛阳市,"112.735366,34.730059",,,,,,
全真,舜帝庙,河南省洛阳市偃师市邙岭镇牛庄村南,底景伦,河南,洛阳市,"112.803164,34.770743",,,,,,
全真,泰山庙,河南省洛阳市偃师市缑氏镇缑氏村中,康秋芳,河南,洛阳市,"112.786115,34.615035",,,,,,
全真,玉皇庙,河南省洛阳市偃师市顾县镇曲家寨村村南,段素桃,河南,洛阳市,"112.800307,34.658125",,,,,,
全真,荡魔观（祖师庙）,河南省洛阳市伊滨区寇店镇西祖师山,段云,河南,洛阳市,"112.655060,34.585395",,,,,,
全真,姜公庙,河南省洛阳市伊川县城关镇大庄村西,王占国,河南,洛阳市,"112.458912,34.513956",,,,,,
全真,府君庙,河南省洛阳市伊川县吕店镇吕店村西,王占通,河南,洛阳市,"112.629279,34.435870",,,,,,
全真,姜公庙,河南省洛阳市伊川县白元乡夹河村西,张小柱,河南,洛阳市,"112.410528,34.373385",,,,,,
全真,龙王庙,河南省洛阳市伊川县鸣皋镇元东村东,康占斌,河南,洛阳市,"112.316871,34.321826",,,,,,
全真,南岳庙,河南省洛阳市伊川县鸣皋镇鸣皋村西,陈心红,河南,洛阳市,"112.301779,34.324053",,,,,,
全真,祖师庙,河南省洛阳市伊川县吕店镇北万安山南,郭翻身,河南,洛阳市,"112.627331,34.497174",,,,,,
全真,福昌阁,河南省洛阳市宜阳县韩城镇福昌阁村,贺延超,河南,洛阳市,"111.880012,34.473509",,,,,,
全真,岳山庙,河南省洛阳市宜阳县花果山乡岳山庙,高青山,河南,洛阳市,"111.893060,34.318592",,,,,,
全真,白衣庙,河南省平顶山市宝丰县宝丰县周庄镇陈营村,周升莲（周宗莲）,河南,平顶山市,"113.084075,33.861487",,,,,,
全真,关帝庙,河南省平顶山市宝丰县前营乡关帝庙村,鲍娥（鲍宗娥）,河南,平顶山市,"112.932590,33.958986",,,,,,
全真,祖师庙,河南省平顶山市宝丰县宝丰县观音堂垛上村,闫占胜（闫诚胜）,河南,平顶山市,"112.772992,33.977795",,,,,,
全真,火神庙,河南省平顶山市宝丰县宝丰县杨庄镇马北村,朱胜（朱宗胜）,河南,平顶山市,"113.048258,33.809542",,,,,,
全真,九龙口祖师庙,河南省平顶山市宝丰县李庄乡龙池村,赵建国,河南,平顶山市,"113.294048,33.798553",,,,,,
全真,康王庙,河南省平顶山市宝丰县肖旗乡三里营村,邢够（邢宗够）,河南,平顶山市,"113.058369,33.890117",,,,,,
全真,真武庙,河南省平顶山市宝丰县李庄乡南牛村龙山,暂无,河南,平顶山市,"113.249684,33.824617",,,,,,
全真,娘娘庙,河南省平顶山市宝丰县周庄镇耿庄村,杨彩（杨诚彩）,河南,平顶山市,"113.154766,33.876057",,,,,,
全真,神应观,河南省平顶山市宝丰县前营乡何寨村,连青爱（连诚爱）,河南,平顶山市,"112.901208,33.975661",,,,,,
全真,天爷庙,河南省平顶山市宝丰县大营镇一村,夏粉（夏宗粉）,河南,平顶山市,"112.891842,33.936820",,,,,,
全真,五龙庙,河南省平顶山市宝丰县大营镇肖营村,黄金叶,河南,平顶山市,"113.238434,33.896130",,,,,,
全真,中岳庙,河南省平顶山市宝丰县宝丰县大营镇古垛村,宋双全,河南,平顶山市,"112.861747,33.966092",,,,,,
正一,关帝庙,河南省平顶山市郏县李口乡李口东村,张让,河南,平顶山市,"113.324388,33.829267",,,,,,
正一,莲花山观,河南省平顶山市郏县茨芭乡山店村,涂军照,河南,平顶山市,"113.119629,34.104024",,,,,,
正一,卧龙宫,河南省平顶山市郏县薛店镇下宫村,王青现,河南,平顶山市,"113.141824,34.011611",,,,,,
正一,玉阳观,河南省平顶山市郏县城关镇小东门街,叶秀丹,河南,平顶山市,"113.219628,33.957106",,,,,,
正一,子房庙,河南省平顶山市郏县李口乡小李庄村,张端,河南,平顶山市,"113.334835,33.970780",,,,,,
正一,祖始庙,河南省平顶山市郏县黄道乡后湾村,姚天耸,河南,平顶山市,"113.164855,34.064711",,,,,,
全真,柏灵庙,河南省平顶山市鲁山县瓦屋乡马老庄村,秦山林,河南,平顶山市,"112.678948,33.843889",,,,,,
全真,长寿庙,河南省平顶山市鲁山县马楼乡商峪口村,李淑敏,河南,平顶山市,"112.975569,33.664022",,,,,,
全真,城隍庙,河南省平顶山市鲁山县鲁山县辛集乡东肖楼村,闫九峰,河南,平顶山市,"112.954198,33.757524",,,,,,
全真,大王庙,河南省平顶山市鲁山县董周乡五里头村,宋军成,河南,平顶山市,"112.885267,33.724919",,,,,,
全真,回龙观,河南省平顶山市鲁山县下汤镇西许庄村,杨学成,河南,平顶山市,"112.669687,33.705554",,,,,,
全真,九龙宫,河南省平顶山市鲁山县梁洼镇连沟村,刘理开,河南,平顶山市,"112.952591,33.794074",,,,,,
全真,九仙洞,河南省平顶山市鲁山县鲁山县下汤镇龙沺村,孙彬峰,河南,平顶山市,"112.684305,33.718148",,,,,,
全真,老君庙,河南省平顶山市鲁山县梁洼镇西街村,陈层,河南,平顶山市,"112.934844,33.845272",,,,,,
全真,娘娘庙,河南省平顶山市鲁山县仓头乡刘河村,孙宇真,河南,平顶山市,"112.825842,33.898266",,,,,,
全真,瑞云观,河南省平顶山市鲁山县鲁山县辛集乡三东村,王国敏,河南,平顶山市,"113.006353,33.758472",,,,,,
全真,泰山庙,河南省平顶山市鲁山县鲁山县城关镇一街,吴胜利,河南,平顶山市,"112.912943,33.738101",,,,,,
全真,天官庙,河南省平顶山市鲁山县尧山镇铁匠炉村,李玉发,河南,平顶山市,"112.303710,33.781627",,,,,,
全真,天盘圣庙,河南省平顶山市鲁山县梁洼镇连沟村,徐宇利,河南,平顶山市,"112.952591,33.794074",,,,,,
全真,天爷庙,河南省平顶山市鲁山县鲁山县瓦屋乡瓦屋村,谭六吉,河南,平顶山市,"112.670098,33.887554",,,,,,
全真,无生庙,河南省平顶山市鲁山县鲁山县仓头乡刘芳庄村,李爱云,河南,平顶山市,"112.813065,33.847094",,,,,,
全真,应源观,河南省平顶山市鲁山县梁洼镇南街村,吴山林,河南,平顶山市,"112.934844,33.845272",,,,,,
全真,中王庙,河南省平顶山市鲁山县鲁山县观音寺乡岳村,张自西,河南,平顶山市,"112.731764,33.908771",,,,,,
全真,祖师阁,河南省平顶山市鲁山县鲁山县鲁阳镇西常庄,王卿云,河南,平顶山市,"112.889825,33.738956",,,,,,
全真,祖师庙,河南省平顶山市鲁山县张官营镇西街,薛红亮,河南,平顶山市,"112.930000,33.844379",,,,,,
全真,关帝庙,河南省平顶山市石龙区关庄村,史艳芳,河南,平顶山市,"112.905399,33.899221",,,,,,
正一,龙凤三官庙,河南省平顶山市石龙区南顾庄村,陈长河,河南,平顶山市,"112.887918,33.899020",,,,,,
正一,龙凤云妆观,河南省平顶山市石龙区山高村,刘建军,河南,平顶山市,"112.861970,33.888500",,,,,,
全真,双堂庙,河南省平顶山市石龙区高庄村,路至忠,河南,平顶山市,"112.869523,33.898527",,,,,,
正一,云台观,河南省平顶山市石龙区军营村,杨振海,河南,平顶山市,"112.902401,33.870627",,,,,,
全真,祖师庙,河南省平顶山市石龙区夏庄村,樊现,河南,平顶山市,"112.911204,33.908940",,,,,,
正一,玉皇宫,河南省平顶山市山顶公园东区,程晓利　,河南,平顶山市,"113.327860,33.777016",,,,,,
全真,横山寨祖师庙,河南省平顶山市舞钢市铁山乡,杜丑,河南,平顶山市,"113.546289,33.333342",,,,,,
全真,盘古山祖师庙,河南省平顶山市舞钢市杨庄乡,杨鸽,河南,平顶山市,"113.489140,33.269564",,,,,,
全真,铁山庙,河南省平顶山市舞钢市朱兰,王付保,河南,平顶山市,"113.546545,33.322093",,,,,,
正一,黄龙山玉皇庙,河南省平顶山市新城区应滨办北滍村,杨宗春,河南,平顶山市,"113.139259,33.775881",,,,,,
正一,玉皇庙,河南省平顶山市新华区焦店镇武庄村富民庄园东侧,杨棉,河南,平顶山市,"113.277264,33.759179",,,,,,
正一,关帝庙,河南省平顶山市保安镇一村,吴春福,河南,平顶山市,"113.241891,33.381411",,,,,,
正一,北武当,河南省平顶山市昆阳镇北关,孙信德,河南,平顶山市,"113.364964,33.623056",,,,,,
正一,薄姬庙,河南省平顶山市任店镇史营,史清兰,河南,平顶山市,"113.252595,33.604853",,,,,,
正一,黑龙庙,河南省平顶山市遵化张庄,张海栓,河南,平顶山市,"113.547958,33.635210",,,,,,
正一,黄柏山,河南省平顶山市遵化镇黄柏山,王现文,河南,平顶山市,"113.361822,33.671106",,,,,,
正一,讲武庙,河南省平顶山市龚店乡台刘村,刘志国,河南,平顶山市,"113.472649,33.657031",,,,,,
正一,刘秀庙,旧河南省平顶山市县乡北庄,王玲,河南,平顶山市,"112.662498,33.953263",,,,,,
正一,柳营庙,河南省平顶山市任店镇柳营,尚青站,河南,平顶山市,"113.050995,33.752278",,,,,,
正一,青龙庙,河南省平顶山市廉村乡廉村,徐国根,河南,平顶山市,"113.483610,33.611479",,,,,,
正一,秋河庙,河南省平顶山市任店镇秋河村,张新志,河南,平顶山市,"113.265671,33.657245",,,,,,
正一,全集庙,河南省平顶山市龙泉乡全集村,何群须,河南,平顶山市,"113.393244,33.512374",,,,,,
正一,关帝庙,河南省平顶山市任店镇二村,宋藏,河南,平顶山市,"113.236987,33.628777",,,,,,
